岗位名称,公司名称,最低工资,最高工资,工作地点,学位要求,工作日,截止日期,岗位描述
新媒体运营实习生,驴迹科技,100,120,广州,本科,5,2021/4/26,"岗位职责：


	1.负责微信公众号、知乎、小红书等社交媒体平台的账号运营，包括日常内容编辑、发布、维护、管理、粉丝互动等，迅速提升账号等级；


	2.调研知乎平台的内容运营规则及引流方式，通过免费内容及付费推广的方式进行引流；


	3.辅助设计知乎引流闭环，并结合内容进行实验测试，跟踪不同内容实验的数据，包括曝光量、引流效果等数据的追踪与分析；


	4.总结提炼知乎内容引流的最佳实践经验，形成知乎引流方法论；


	5.上级交代的其他内容运营相关事项；


	 


任职要求：


	1.新闻传媒、市场营销、新闻传播等相关专业，本科以上学历，有独立负责过新媒体平台运营的经验，网络社区重度用户（知乎/豆瓣/微博/贴吧/B站等），知乎深度用户，熟悉知乎运作规则、受欢迎的撰文风格者优先；


	2.具备优秀的文字驾驭能力、沟通协调能力，能敏锐把握行业信息和受众需求，通过文字、图片、视频等媒介准确传达；


	3.具备敏锐的互联网热点话题嗅觉，擅长内容运营、抓热点，借势营销、粉丝互动、增粉、互推以及玩转各类线上活动；


	4.热爱新媒体，有责任心，有自驱力，善于团队协作，工作认真负责，积极主动不拖延；


	5.了解数据分析、在线教育等相关话题最佳。"
新媒体编辑实习生,新闻晨报,80,150,上海,本科,3,2021/4/30,"【项目背景】


	与国际组织合作举办的大型赛事，以及国际型博物馆的运营项目。项目内容包含赛事、国际博物馆官方微信公众号、视频号、微博、抖音号等的策划与运营。


	 


	【岗位职责】


	1. 参与项目内新媒体内容的策划与选题


	2. 负责新媒体账号不限于微信微博等日常运营与整体推广，线上活动的策划与执行


	3. 负责新媒体账号的内容生产与制作


	4. 熟练掌握视频剪辑软件与办公软件，审美良好


	5. 配合部门完成其他相关的工作


	 


	【任职要求】


	1. 本科及以上学历，新闻、中文、广告学等相关专业优先，有留学经验者加分；


	2. 思维活跃有创意，对互联网传播有敏感性


	3. 具备学习能力、应变能力、沟通能力


	4. 有微信、微博、视频账号运营经验者优先（能够熟练排版，会视频剪辑者优先）


	5. 英语水平较高，能完成国际稿件的英翻中"
新媒体运营实习生,韵策广告,120,150,上海,本科,5,2021/5/1,"岗位职责：
1.参与韩国知名护肤品牌的新媒体官方账号内容的更新及维护；
2.参与韩国知名护肤品牌的新媒体官方账号的维护；
3.参与韩国知名护肤品牌的新媒体官方账号发布内容的策划与执行；
4.完成领导交办的其他相关工作或任务。





	职位要求：
1.全日制本科
3.广告专业、media communication专业优先
4.会韩语者优先
5.对护肤、美妆有浓厚兴趣者优先
6.Internet（特别是社交软件）中毒者优先
7.细心，有责任心，善于沟通交流"
新媒体运营实习,回声游戏,100,150,沧州,本科,5,2021/4/30,"回声游戏招聘新媒体运营实习生


	岗位职责：



负责回声旗下所有新媒体渠道的内容运营工作；



	任职要求：



文笔好；


对steam游戏有一定了解；


有责任心，能抗压；










		【公司介绍】


		北京艾可回声科技有限公司


 


		我们的品牌名称是回声游戏，我们的SLogan是一起玩，更好玩。


 


		我们是一群几十年如一日非常热爱游戏的人，从 FC 小霸王开始一直玩到现在。我们有个小小的愿望，为更多的游戏玩家提供游戏工具、平台、资讯等，让玩家们可以共同体验到游戏的乐趣，一起玩，更好玩。


 


		团队由曾任职于完美世界、开心网、京东、知乎等成员组成，团队带头人，曾从0到1，创办公司，达到数千万美元B轮。因为对游戏的热爱，以及对游戏市场的看好，我们走到一起，创办了回声游戏。


 


		回声游戏目前已创办半年时间，已和国内外数十家游戏开发商和发行商取得合作，专注于游戏评测、销售、资讯等。"
新媒体运营实习生,回声游戏,120,200,沧州,不限,5,2021/6/6,"回声游戏招聘新媒体运营实习生


	岗位职责：



负责回声旗下所有新媒体渠道的内容运营工作；



	任职要求：



文笔好；


对steam游戏有一定了解；


有责任心，能抗压；









	【公司介绍】


	北京艾可回声科技有限公司


 


	我们的品牌名称是回声游戏，我们的SLogan是一起玩，更好玩。


 


	我们是一群几十年如一日非常热爱游戏的人，从 FC 小霸王开始一直玩到现在。我们有个小小的愿望，为更多的游戏玩家提供游戏工具、平台、资讯等，让玩家们可以共同体验到游戏的乐趣，一起玩，更好玩。


 


	团队由曾任职于完美世界、开心网、京东、知乎等成员组成，团队带头人，曾从0到1，创办公司，达到数千万美元B轮。因为对游戏的热爱，以及对游戏市场的看好，我们走到一起，创办了回声游戏。


 

回声游戏目前已创办半年时间，已和国内外数十家游戏开发商和发行商取得合作，专注于游戏评测、销售、资讯等。"
日语新媒体运营,FUSION,120,180,上海,本科,5,2021/6/30,"岗位要求：
1、对于互联网应用，新闻编辑、微博、论坛运营等相关有兴趣； 
2、热爱互联网，对微博、论坛、微信有浓厚兴趣及深刻认识； 
3、具备良好的合作态度及团队精神，并富有工作激情、创造力和责任感


工作职责： 
1、日常微信微博运营、维护；
2、日常的客户咨询联络线上对应；
3、策划微博活动，进行执行和推广资料整理； 

任职要求：
1.具有沟通能力
2.会基本使用word，ppt，excel
3.有网络微信编辑相关经验优先
4.日语优先"
新媒体运营实习生,虹景数字,120,150,北京,本科,5,2021/5/9,"岗位职责：


1、负责微信公众账号和微博账号的日常运营和维护工作，


2、有一定的的文字功底、编辑及运营能力,过往有文案策划/编辑相关实习经验,优先考虑&semi; 
3、具有一定的责任心及团队意识。


职位描述：
1、计算机能力【微软办公软件三件套熟练掌握，尤其是EXCEL和PPT】




2、沟通能力【性格外向，善于沟通】


3、有基础文案编辑能力，有运营公众号经验者优先，排版能力突出或创意能力和文案能力者更佳。


4、我们希望你是细心 细心 细心的SocialQueen！


5、专业要求：最好是新闻传播类专业出身。


6、能长期实习者优先～"
新媒体运营实习生,人马君,150,200,上海,大专,5,2021/4/23,"岗位职责


1、  负责微信/公众号/微博等自媒体平台的运作、对粉丝量阅读量负责。


2、  负责管理及运营新媒体矩阵（包括抖音号、微信号、头条号、视频号等），创造官方新媒体矩阵的内外辨识度和热度，能独立撰写和美化排版，助力实现业务增长目标。


3、  收集、研究行业热点话题，结合新媒体特征，对公众号、微博、视频号等内容的实时调整和更新。


4、  完成上级安排的其他部门内外事务


	职位要求


	1、  本科以上学历，一年以上工作经或优秀应届毕业生。


	2、 熟悉各个新媒体平台的玩法及模式，具有创新思维和网感强。


2、  优秀的视频剪辑能力，熟练使用AE、PS等。


3、  团队意识强、个人主动性强，及时完成工作同时愿意更多提升个人能力。"
新媒体运营实习生,颐德精英,80,120,大连,不限,3,2021/6/30,"【岗位名称】：新媒体运营实习生


	【招聘人数】：实习生1名。


	【专业要求】：德语、对外汉语、教育学、新闻传播或相关专业，大四（含）以上。


	【岗位职责】：文字编辑能力好，沟通表达能力强，德语专业或者德语B2以上水平，熟悉新媒体运营技巧，会图片处理、音频剪辑、视频剪辑，有快速学习的能力。有德国留学经历、微信公众号运营经验者优先考虑。


	【工作内容】：微信公众号小编，德语学习、德国留学等相关资料的整理汇编，相关图片、音频、视频资料编辑加工。


	【工作地点】：大连市沙河口区解放广场人才大厦（近地铁，西安路商圈）。


	【工作时间】：每周2-3天，实习期最少3个月。


	【实习待遇】：80-120元/天，公司提供午餐补贴15元/天。











	颐德（上海）文化发展有限公司是一家致力于留学咨询、中德合作、语言翻译的专业机构。我们的人员有多年的行业经验，在业界享有高知名度和口碑。我们所有成员将竭成为您服务，和大家一起得到成长和提高！"
新媒体运营实习生,北京启暄文化咨询有限公司,100,200,北京,不限,5,2021/4/30,"岗位：新媒体运营


	工作职责：


	1.负责公司新媒体账号的运营策划和文案撰写


	2.配合完成公司其他项目的方案策划和内容撰写


	岗位要求：


	1.具备大学学习经历


	2.能结合行业和社会热点，独立完成选题策划和稿件撰写


	3.有较好的逻辑思维能力，对热点事件有较好的敏感度，思维活跃


	4.有较好的沟通协调能力，有新媒体行业相关资源者优先


	5.有较好的学习能力和团队合作能力，熟悉宠物行业者优先"
新媒体运营专员,DragonSpace答恭健康,150,200,上海,不限,3,2021/5/7,"【岗位职责 Responsibilities]



		负责Dragon Space官微撰稿发文和日常运营
	

		支持和维护Dragon Space的直播活动
	

		根据工作安排，支持其他市场部和新媒体工作
	


【任职要求 Requirements】



		中英双语听说读写流利，能够撰写中英文微信推文
	

		有过新媒体运营经验者优先
	

		热爱健康阳光的生活方式
	


【你将获得 You will get】



		有偿实习，国际化工作氛围（50%%%%以上客户为外籍人员）
	

		实习表现优异者可获得中英双语推荐信
	

		免费参加瑜伽等运动健身活动"
